ID,Multiyear ID,Single or multiple application,Operator,Trial Type,Trial Status,Country,Location/Place,Year of Results,Crop,Seed/Transplant,Novihum Product,Granulate Size,Base Material Origin,Rate Novihum in kg/m²,Rate Novihum in Vol%,Rate Novihum in Mass%,Application Depth in m,Application Wide in m,Application Technique,Application Periode,Other Products,Fert flag,Nitrogen Compensation,Compost Manure,Drought Trial,Irrigation Level in %,Soil note,Soil Type in Numbers of Sand Silt Clay,Sand,Silt,Clay,Soil Type/Substrate,pH (Method not Known,pH (in H2O),pH (in KCl-Solution),pH (in CaCl2-Solution),Corg-Level Qualitativ,Corg-Level Quantitativ,Growth Conditions,Controlled Conditions,Result Control (Data as Recieved ),Unit1,Result Novihum (Data as Recieved),Unit2,Result Control (Edited by Novihum),Unit3,Result Novihum (Edited by Novihum),Unit4,Relative Yield difference,Statistical Significant,Standard Deviation Control,Standard Deviation Novihum,Earlier Higher Yield,Visible Quality Difference,Additional Information,Further Addition Information,Bulk Density,Row Number in Excel,Trial Quality for NN,App rate,Rel yield
342,UNICA tomato,single,UNICA,Commercial,closed,Spain,Almeria,2017,Tomato,Transplants,Novihum (discontinued),not sieved,Rhein,0.25,,,0.2,0.2,Line,single,,,FALSE,control,FALSE,,sandy soil,30;50;20,30,50,20,loam,,,,,Mid,1.95,protected,Partly,7.4,kg/plant,7.25,kg/plant,7.4,kg/m²,7.25,kg/m²,-0.02,FALSE,,,FALSE,+,,,,356,0,2500,-0.02
343,,,CDTA,Science,closed,Spain,Murcia,2017,Celery,Transplants,Novihum (discontinued),not sieved,Rhein,0.5,,,0.2,1,Flat,yearly,,,FALSE,both,FALSE,,sandy soil,51;15;34,51,15,34,sandy clay loam,8.4,,,,Mid,2.16,protected,Partly,820.68,g,882.76,g,6.57,kg/m²,7.06,kg/m²,0.08,TRUE,,,FALSE,+,,,,357,+,5000,0.08
344,,,CDTA,Science,closed,Spain,Murcia,2017,Celery,Transplants,Novihum (discontinued),not sieved,Rhein,1,,,0.2,1,Flat,yearly,,,FALSE,both,FALSE,,sandy soil,54;15;31,54,15,31,sandy clay loam,8.3,,,,Mid,2.2,protected,Partly,820.68,g,825.98,g,6.57,kg/m²,6.61,kg/m²,0.01,FALSE,,,FALSE,+,,,,358,0,10000,0.01
345,UNICA tomato,single,UNICA,Commercial,closed,Spain,Almeria,2017,Tomato,Transplants,Novihum (discontinued),not sieved,Rhein,0.25,,,0.2,0.2,Line,single,,,FALSE,control,FALSE,,sandy soil,30;50;20,30,50,20,loam,,,,,Mid,,protected,Partly,7,kg/plant,8.01,kg/plant,7,kg/m²,8.01,kg/m²,0.14,FALSE,,,FALSE,+,,,,359,+,2500,0.14
346,,,Optigrün,Commercial,closed,Germany,Krauchenwies,2013,Rooftop plants,Transplants,Novihum (discontinued),not sieved,Lausitz,0.5,,,0.1,1,Flat,,,,FALSE,both,FALSE,,roof substrat,Mineral,,,,mineral,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,+,,,,266,+,5000,
347,,,Optigrün,Commercial,closed,Germany,CHIC Berlin,2014,Rooftop plants,Transplants,Novihum (discontinued),not sieved,Lausitz,0.5,,,0.1,1,Flat,,,,FALSE,both,FALSE,,roof substrat,Mineral,,,,mineral,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,-,,,,267,0,5000,
348,,,Optigrün,Commercial,closed,Germany,FU-Berlin,2014,Rooftop plants,Transplants,Novihum (discontinued),not sieved,Lausitz,0.5,,,0.1,1,Flat,,,,FALSE,both,FALSE,,roof substrat,Mineral,,,,mineral,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,-,,,,268,0,5000,
349,,,Optigrün,Commercial,closed,Germany,FU-Berlin,2014,Rooftop plants,Transplants,Novihum (discontinued),not sieved,Lausitz,1,,,0.1,1,Flat,,,,FALSE,both,FALSE,,roof substrat,Mineral,,,,mineral,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,-,,,,269,0,10000,
350,,,Optigrün,Commercial,closed,Germany,Bikini Berlin,2014,Rooftop plants,Transplants,Novihum (discontinued),not sieved,Lausitz,0.5,,,0.1,1,Flat,,,,FALSE,both,FALSE,,roof substrat,Mineral,,,,mineral,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,+,,,,270,+,5000,
351,,,Optigrün,Commercial,closed,Germany,Bikini Berlin,2014,Rooftop plants,Transplants,Novihum (discontinued),not sieved,Lausitz,1,,,0.1,1,Flat,,,,FALSE,both,FALSE,,roof substrat,Mineral,,,,mineral,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,+,,,,271,+,10000,
352,,,Optigrün,Commercial,closed,Germany,Krauchenwies,2015,Rooftop plants,Transplants,Novihum (discontinued),not sieved,Lausitz,0.25,,,0.1,1,Flat,,,,FALSE,both,FALSE,,roof substrat,Mineral,,,,mineral,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,+,,,,272,+,2500,
353,,,Optigrün,Commercial,closed,Germany,Krauchenwies,2015,Rooftop plants,Transplants,Novihum (discontinued),not sieved,Lausitz,0.5,,,0.1,1,Flat,,,,FALSE,both,FALSE,,roof substrat,Mineral,,,,mineral,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,+,,,,273,+,5000,
354,,,Optigrün,Commercial,closed,Germany,Krauchenwies,2015,Rooftop plants,Transplants,Novihum (discontinued),not sieved,Lausitz,1,,,0.1,1,Flat,,,,FALSE,both,FALSE,,roof substrat,Mineral,,,,mineral,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,+,,,,274,+,10000,
356,,,Optigrün,Commercial,closed,Germany,Krauchenwies Golfplatz,2015,Rooftop plants,Transplants,Novihum (discontinued),not sieved,Lausitz,0.5,,,0.1,1,Flat,,,,FALSE,both,FALSE,,roof substrat,Mineral,,,,mineral,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,+,,,,275,+,5000,
357,,,Sandau,Commercial,closed,Germany,Nienhagen,2015,Grass,Seeds,Novihum (discontinued),not sieved,Lausitz,0.5,,,0.2,1,Flat,,,,FALSE,no,FALSE,,sandy soil,,,,,,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,-,,,,261,0,5000,
358,,,Sandau,Commercial,closed,Germany,Nienhagen,2015,Grass,Seeds,Novihum (discontinued),not sieved,Lausitz,0.5,,,0.2,1,Flat,,"0,066 kg/m² Floranid",,FALSE,no,FALSE,,sandy soil,,,,,,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,-,,,,262,0,5000,
359,,,Sandau,Commercial,closed,Germany,Nienhagen,2015,Grass,Seeds,Novihum (discontinued),not sieved,Lausitz,0.5,,,0.2,1,Flat,,"0,15 kg/m² Oscorna",,FALSE,no,FALSE,,sandy soil,,,,,,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,-,,,,263,0,5000,
360,,,Sandau,Commercial,closed,Germany,Nienhagen,2016,Grass,Seeds,Novihum (discontinued),not sieved,Lausitz,0.663,,,0.2,1,Flat,,"12 g/m² Krista, 12 g/m² Patenkali",,TRUE,no,FALSE,,sandy soil,,,,,,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,+,,,,264,+,6630,
361,,,Sandau,Commercial,closed,Germany,Nienhagen,2016,Grass,Seeds,Novihum (discontinued),not sieved,Lausitz,0.583,,,0.2,1,Flat,,"9 g/m² Krista, 13 g/m² Patentkali",,TRUE,no,FALSE,,sandy soil,,,,,,,,,,Low,,free,No,,,,,,,,,,FALSE,,,FALSE,+,,,,265,0,5830,
362,,,Buschmann Winkelmann,Commercial,closed,Germany,Klaistow,2018,Strawberry,Transplants,Novihum (discontinued),25,Rhein,0.5,,,0.1,0.3,Line,,,,FALSE,no,FALSE,,sandy in-use,,,,,,,,,,Low,1,free,Partly,0.12,kg/plant,0.15,kg/plant,0.47,kg/m²,0.55,kg/m²,0.25,FALSE,,,FALSE,+,,,,360,+,5000,0.25
363,,,Buschmann Winkelmann,Commercial,closed,Germany,Klaistow,2018,Strawberry,Transplants,Novihum (discontinued),25,Rhein,0.25,,,0.1,0.3,Line,,,,FALSE,no,FALSE,,sandy in-use,,,,,,,,,,Low,1,free,Partly,0.12,kg/plant,0.14,kg/plant,0.47,kg/m²,0.53,kg/m²,0.17,FALSE,,,FALSE,+,,,,361,+,2500,0.17
364,,,CDTA,Science,closed,Spain,Murcia,2018,Bell Pepper,Transplants,Novihum (discontinued),25,Rhein,0.25,,,0.2,0.5,Line,,,,FALSE,no,FALSE,,clay in-use,38;21;41,38,21,41,clay,8.5,,,,Low,0.67,free,Partly,29.6,kg,28,kg,,,,,-0.05,FALSE,,,FALSE,+,,,,362,+,2500,-0.05
365,,,CDTA,Science,closed,Spain,Murcia,2018,Bell Pepper,Transplants,Novihum (discontinued),25,Rhein,0.5,,,0.2,0.5,Line,,,,FALSE,no,FALSE,,clay in-use,38;21;41,38,21,41,clay,8.4,,,,Low,0.81,free,Partly,29.6,kg,31,kg,,,,,0.05,FALSE,,,FALSE,+,,,,363,+,5000,0.05
366,Rafa Almeria,single,Rafa Baeza,Commercial,closed,Spain,Almeria,2017,Bell Pepper,Transplants,Novihum (discontinued),25,Rhein,0.5,,,0.15,0.5,Line,single,,,FALSE,no,FALSE,,sandy in-use,76;12;12,76,12,12,sandy loam,8.9,,,,Low,0.34,protected,Yes,4.92,kg/m²,5.1,kg/m²,4.92,kg/m²,5.1,kg/m²,0.04,FALSE,,,FALSE,,,,,364,+,5000,0.04
367,Rafa Almeria,single,Rafa Baeza,Commercial,closed,Spain,Almeria,2018,Zucchini,Transplants,Novihum (discontinued),25,Rhein,0.5,,,0.15,0.5,Line,single,,,FALSE,no,FALSE,,sandy in-use,76;12;12,76,12,12,sandy loam,,,,,Low,0.34,protected,Yes,8.16,kg/plant,8.44,kg/plant,8.16,kg/m²,8.44,kg/m²,0.03,FALSE,,,FALSE,,,,,365,+,5000,0.03
368,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),25,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,49.75,g,0.995,kg/m²,0.995,kg/m²,0.00,FALSE,,,FALSE,,,,,366,0,0,0.00
369,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),25,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,59.75,g,0.995,kg/m²,1.195,kg/m²,0.20,FALSE,,,FALSE,,,,,367,+,0,0.20
370,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),02,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,61.25,g,0.995,kg/m²,1.225,kg/m²,0.23,FALSE,,,FALSE,,,,,368,+,0,0.23
371,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),59,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,61.75,g,0.995,kg/m²,1.235,kg/m²,0.24,FALSE,,,FALSE,,,,,369,+,0,0.24
372,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Versuchsprodukt,25,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,62.25,g,0.995,kg/m²,1.245,kg/m²,0.25,FALSE,,,FALSE,,,,,370,+,0,0.25
373,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Versuchsprodukt,25,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,65.25,g,0.995,kg/m²,1.305,kg/m²,0.31,FALSE,,,FALSE,,,,,371,+,0,0.31
374,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Versuchsprodukt,25,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,67,g,0.995,kg/m²,1.34,kg/m²,0.35,FALSE,,,FALSE,,,,,372,+,0,0.35
375,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),25,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,68,g,0.995,kg/m²,1.36,kg/m²,0.37,FALSE,,,FALSE,,,,,373,+,0,0.37
376,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),02,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,69,g,0.995,kg/m²,1.38,kg/m²,0.39,FALSE,,,FALSE,,,,,393,+,0,0.39
377,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Versuchsprodukt,25,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,71,g,0.995,kg/m²,1.42,kg/m²,0.43,FALSE,,,FALSE,,,,,394,+,0,0.43
378,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),25,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,71.75,g,0.995,kg/m²,1.435,kg/m²,0.44,FALSE,,,FALSE,,,,,395,+,0,0.44
379,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),59,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,72.5,g,0.995,kg/m²,1.45,kg/m²,0.46,FALSE,,,FALSE,,,,,396,+,0,0.46
380,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),02,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,42.75,g,0.995,kg/m²,0.855,kg/m²,-0.14,FALSE,,,FALSE,,,,,397,0,0,-0.14
381,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),59,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,52.25,g,0.995,kg/m²,1.045,kg/m²,0.05,FALSE,,,FALSE,,,,,398,+,0,0.05
382,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Versuchsprodukt,25,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,55.75,g,0.995,kg/m²,1.115,kg/m²,0.12,FALSE,,,FALSE,,,,,399,+,0,0.12
383,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),25,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,59,g,0.995,kg/m²,1.18,kg/m²,0.19,FALSE,,,FALSE,,,,,400,+,0,0.19
384,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Versuchsprodukt,25,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,60.75,g,0.995,kg/m²,1.215,kg/m²,0.22,FALSE,,,FALSE,,,,,401,+,0,0.22
385,,,Integar,Science,closed,Germany,Dresden,2018,Lettuce,Transplants,Novihum (discontinued),25,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,49.75,g,64.25,g,0.995,kg/m²,1.285,kg/m²,0.29,FALSE,,,FALSE,,,,,402,+,0,0.29
386,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Versuchsprodukt,25,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,18.51,g,0.59,kg/m²,0.74,kg/m²,0.25,FALSE,,,FALSE,,,,,403,+,0,0.25
387,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Versuchsprodukt,25,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,20.41,g,0.59,kg/m²,0.816,kg/m²,0.38,FALSE,,,FALSE,,,,,404,+,0,0.38
388,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),59,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,20.52,g,0.59,kg/m²,0.82,kg/m²,0.39,FALSE,,,FALSE,,,,,405,+,0,0.39
389,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),02,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,20.79,g,0.59,kg/m²,0.83,kg/m²,0.41,FALSE,,,FALSE,,,,,406,+,0,0.41
390,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),25,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,22.7,g,0.59,kg/m²,0.91,kg/m²,0.54,FALSE,,,FALSE,,,,,407,+,0,0.54
391,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),25,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,23.16,g,0.59,kg/m²,0.93,kg/m²,0.57,FALSE,,,FALSE,,,,,408,+,0,0.57
392,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Versuchsprodukt,25,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,18.66,g,0.59,kg/m²,0.75,kg/m²,0.26,FALSE,,,FALSE,,,,,409,+,0,0.26
393,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),59,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,19.22,g,0.59,kg/m²,0.77,kg/m²,0.30,FALSE,,,FALSE,,,,,410,+,0,0.30
394,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),02,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,20.6,g,0.59,kg/m²,0.82,kg/m²,0.40,FALSE,,,FALSE,,,,,411,+,0,0.40
395,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),25,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,21.64,g,0.59,kg/m²,0.86,kg/m²,0.47,FALSE,,,FALSE,,,,,412,+,0,0.47
396,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),25,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,21.83,g,0.59,kg/m²,0.87,kg/m²,0.48,FALSE,,,FALSE,,,,,413,+,0,0.48
397,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Versuchsprodukt,25,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,22.45,g,0.59,kg/m²,0.9,kg/m²,0.52,FALSE,,,FALSE,,,,,414,+,0,0.52
398,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),02,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,13.41,g,0.59,kg/m²,0.54,kg/m²,-0.09,FALSE,,,FALSE,,,,,415,+,0,-0.09
399,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),25,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,14.61,g,0.59,kg/m²,0.58,kg/m²,-0.01,FALSE,,,FALSE,,,,,416,+,0,-0.01
400,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Versuchsprodukt,25,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,15.23,g,0.59,kg/m²,0.61,kg/m²,0.03,FALSE,,,FALSE,,,,,417,+,0,0.03
401,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),25,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,15.32,g,0.59,kg/m²,0.61,kg/m²,0.04,FALSE,,,FALSE,,,,,418,+,0,0.04
402,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Versuchsprodukt,25,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,16.38,g,0.59,kg/m²,0.65,kg/m²,0.11,FALSE,,,FALSE,,,,,419,+,0,0.11
403,,,Integar,Science,closed,Germany,Dresden,2018,Basil,Transplants,Novihum (discontinued),59,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,14.76,g,17.45,g,0.59,kg/m²,0.7,kg/m²,0.18,FALSE,,,FALSE,,,,,420,0,0,0.18
404,,,Integar,Science,closed,Germany,Dresden,2018,Chinese cabbage,Seeds,Novihum (discontinued),25,Rhein,,0.3,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,54,%,56,%,,,,,0.04,FALSE,,,FALSE,,,,,421,+,0,0.04
405,,,Integar,Science,closed,Germany,Dresden,2018,Chinese cabbage,Seeds,Novihum (discontinued),25,Rhein,,1.5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,54,%,56,%,,,,,0.04,FALSE,,,FALSE,,,,,422,+,0,0.04
406,,,Integar,Science,closed,Germany,Dresden,2018,Chinese cabbage,Seeds,Novihum (discontinued),25,Rhein,,5,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Low,,protected,Yes,54,%,44,%,,,,,-0.19,FALSE,,,FALSE,,,,,423,0,0,-0.19
407,,,Kamper Group,Commercial,closed,Canada,Alberta,2017,Potato,Seeds,Novihum (discontinued),not sieved,Rhein,0.5,,,0.15,1,Flat,,,,FALSE,no,FALSE,,loam in-use,44;34;22,44,34,22,loam,,,,,Low,,free,No,18.8,lb,22.3,lb,,,,,0.19,FALSE,,,FALSE,,,,,374,+,5000,0.19
408,,,INDASOL,Commercial,closed,Spain,Almeria,2017,Bell Pepper,Transplants,Novihum (discontinued),25,Rhein,0.5,,,0.2,0.5,Line,,,,FALSE,control,FALSE,,sandy in-use,92;3;5,92,3,5,sand,,,,,Mid,1.1,protected,Yes,8.62,kg/m²,9.01,kg/m²,8.62,kg/m²,9.01,kg/m²,0.05,FALSE,,,FALSE,,,,,,+,5000,0.05
409,,,Driscolls,Commercial,closed,USA,Livingston,2017,Raspberry,Transplants,Novihum (discontinued),25,Rhein,0.5,,,0.2,1,Flat,,,,TRUE,no,FALSE,,sandy in-use,,,,,,,,,,Low,,free,No,26.1,shoots,31.9,shoots,,,,,0.22,TRUE,,,FALSE,,,,,375,0,5000,0.22
410,,,Driscolls,Commercial,closed,USA,Livingston,2017,Strawberry,Transplants,Novihum (discontinued),25,Rhein,0.5,,,0.2,1,Flat,,,,TRUE,no,FALSE,,sandy in-use,,,,,,,,,,Low,,free,No,351.25,plants/mot,404.18,plants/mot,,,,,0.15,FALSE,,,FALSE,,,,,376,+,5000,0.15
411,,,RWE,Commercial,closed,Germany,Garzweiler,2018,Winter Wheat,Seeds,Novihum (discontinued),25,Rhein,0.1,,,0.3,1,Flat,single,,,FALSE,no,FALSE,,Recultivation,20;70;10,20,70,10,silt loam,,,,,Low,,free,No,89,dt/ha,90.92,dt/ha,0.89,kg/m²,0.909,kg/m²,0.02,FALSE,,,FALSE,,,,,,+,1000,0.02
412,,,Heartland,Commercial,closed,USA,Adams County,2017,Potato,Transplants,Novihum (discontinued),not sieved,Rhein,0.5,,,0.2,0.28,Line,,,,FALSE,no,FALSE,,sandy in-use,85;10;5,85,10,5,loamy sand,,,,,Low,,free,Partly,507,cwt/ac,517,cwt/ac,5.68,kg/m²,5.79,kg/m²,0.02,FALSE,,,FALSE,,,,,377,+,5000,0.02
413,,,Heartland,Commercial,closed,USA,Adams County,2017,Potato,Transplants,Novihum (discontinued),not sieved,Rhein,0.25,,,0.2,0.28,Line,,,,FALSE,no,FALSE,,sandy in-use,85;10;5,85,10,5,loamy sand,,,,,Low,,free,Partly,507,cwt/ac,522,cwt/ac,5.68,kg/m²,5.85,kg/m²,0.03,FALSE,,,FALSE,,,,,378,+,2500,0.03
414,,,Behr Deutschland,Commercial,closed,Germany,Seevetal,2018,Celery,Transplants,Novihum (discontinued),25,Rhein,0.1,,,0.2,1,Flat,,,,FALSE,no,FALSE,,sandy in-use,,,,,,,5.5,,,Low,0.81,free,No,680,g,712,g,5.44,kg/m²,5.7,kg/m²,0.05,FALSE,,,FALSE,,,,,379,+,1000,0.05
415,,,Texas A&M,Science,closed,USA,Uvalde,2018,Tomato,Seeds,Novihum (discontinued),25,Rhein,,1,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Mid,,protected,Yes,0.05,g,0.12,g,,,,,1.40,TRUE,,,FALSE,,peat moss to perlite 3:1,,,380,+,0,1.40
416,,,Texas A&M,Science,closed,USA,Uvalde,2018,Tomato,Seeds,Novihum (discontinued),02,Rhein,,1,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Mid,,protected,Yes,0.05,g,0.12,g,,,,,1.40,TRUE,,,FALSE,,peat moss to perlite 3:1,,,381,+,0,1.40
417,,,Texas A&M,Science,closed,USA,Uvalde,2018,Watermelon,Seeds,Novihum (discontinued),25,Rhein,,1,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Mid,,protected,Yes,0.08,g,0.11,g,,,,,0.38,TRUE,,,FALSE,,peat moss to perlite 3:1,,,382,+,0,0.38
418,,,Texas A&M,Science,closed,USA,Uvalde,2018,Watermelon,Seeds,Novihum (discontinued),02,Rhein,,1,,,,Pot,,,,FALSE,no,FALSE,,plant substrat,peat based,,,,peat,,,,,Mid,,protected,Yes,0.08,g,0.1,g,,,,,0.25,FALSE,,,FALSE,,peat moss to perlite 3:1,,,383,+,0,0.25
